,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
1583,HATS-29 b,HATS-29,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.6058749,6.3e-06,-6.3e-06,0.0,0.05475,0.00088,-0.00088,0.0,14.022459,0.683749,-0.683749,0.0,1.251,0.061,-0.061,0.0,207.54299,20.02329,-20.02329,0.0,0.653,0.063,-0.063,0.0,Mass,0.158,,,1.0,,,,,1212.0,30.0,-30.0,0.0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5670.0,110.0,-110.0,0.0,1.073,0.038,-0.038,0.0,1.032,0.049,-0.049,0.0,0.16,0.08,-0.08,0.0,[Fe/H],4.389,0.027,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,353.891,4.986,-4.852,12.62,0.057,-0.057,10.877,0.019,-0.019,12.4594,0.000227,-0.000227,2016-06-08,2016-10,2016-06-09,0.4147507035990419,20.02329,0.683749,0.07267809166535504
1588,HATS-3 b,HATS-3,1,1,1,Transit,2013,HATSouth,Published Confirmed,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,3.547851,5e-06,-5e-06,0.0,0.0485,0.0004,-0.0006,0.0,15.48,0.392,-0.392,0.0,1.381,0.035,-0.035,0.0,340.382,43.223,-43.223,0.0,1.071,0.136,-0.136,0.0,Mass,0.0,,,0.0,,,,,1648.0,24.0,-24.0,0.0,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,F,6351.0,76.0,-76.0,0.0,1.404,0.03,-0.03,0.0,1.209,0.036,-0.036,0.0,-0.157,0.07,-0.07,0.0,[Fe/H],4.22,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.211,7.896,-7.608,12.433,0.034,-0.034,10.694,0.021,-0.021,11.8914,0.000316,-0.000316,2018-10-24,2013-11,2014-05-14,0.5055979630249877,43.223,0.392,0.07481512868464497
1597,HATS-30 b,HATS-30,1,2,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1743516,2.6e-06,-2.6e-06,0.0,0.04354,0.00042,-0.00042,0.0,13.170575,0.582868,-0.582868,0.0,1.175,0.052,-0.052,0.0,224.38798,12.39537,-12.39537,0.0,0.706,0.039,-0.039,0.0,Mass,0.096,,,1.0,,,,,1414.0,32.0,-32.0,0.0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5943.0,70.0,-70.0,0.0,1.061,0.039,-0.039,0.0,1.093,0.031,-0.031,0.0,0.06,0.05,-0.05,0.0,[Fe/H],4.425,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h22m28.45s,5.618525,-59d56m33.32s,-59.9425892,342.14,2.936,-2.888,12.283,0.057,-0.057,10.793,0.019,-0.019,12.0815,0.000203,-0.000203,2016-06-08,2016-10,2016-06-09,0.5411740712402087,12.39537,0.582868,0.07782065210073814
1600,HATS-31 b,HATS-31,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,3.37796,1.2e-05,-1.2e-05,0.0,0.0478,0.0012,-0.0012,0.0,18.38276,2.46598,-2.46598,0.0,1.64,0.22,-0.22,0.0,279.6904,38.1396,-38.1396,0.0,0.88,0.12,-0.12,0.0,Mass,0.233,,,1.0,,,,,1823.0,81.0,-81.0,0.0,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6050.0,120.0,-120.0,0.0,1.87,0.18,-0.18,0.0,1.275,0.096,-0.096,0.0,0.0,0.07,-0.07,0.0,[Fe/H],4.0,0.065,-0.065,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.974,20.317,-19.321,13.315,0.092,-0.092,11.572,0.023,-0.023,12.9613,0.000394,-0.000394,2016-11-30,2016-12,2016-12-01,0.2480830012552815,38.1396,2.46598,0.10541402863691614
1605,HATS-32 b,HATS-32,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.8126548,5.5e-06,-5.5e-06,0.0,0.04024,0.00053,-0.00053,0.0,14.000041,1.614096,-1.076064,0.0,1.249,0.144,-0.096,0.0,292.4036,31.783,-31.783,0.0,0.92,0.1,-0.1,0.0,Mass,0.471,,,1.0,,,,,1437.0,58.0,-58.0,0.0,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5700.0,110.0,-110.0,0.0,1.097,0.098,-0.063,0.0,1.099,0.044,-0.044,0.0,0.39,0.05,-0.05,0.0,[Fe/H],4.396,0.057,-0.057,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h04m18.02s,346.0750861,-21d16m19.26s,-21.2720168,745.116,17.503,-16.731,14.386,0.114,-0.114,12.699,0.033,-0.033,14.2166,0.000337,-0.000337,2016-11-30,2016-12,2016-12-01,0.5871463852162869,31.783,1.3450799999999998,0.18086740587860015
1612,HATS-33 b,HATS-33,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.5495551,6.1e-06,-6.1e-06,0.0,0.03727,0.00037,-0.00037,0.0,13.78707,1.255408,-0.907929,0.0,1.23,0.112,-0.081,0.0,378.85336,16.84499,-16.84499,0.0,1.192,0.053,-0.053,0.0,Mass,0.08,,,1.0,,,,,1429.0,38.0,-38.0,0.0,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5659.0,85.0,-85.0,0.0,1.022,0.05,-0.037,0.0,1.062,0.032,-0.032,0.0,0.29,0.05,-0.05,0.0,[Fe/H],4.445,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.46,2.164,-2.127,11.91,0.035,-0.035,10.287,0.027,-0.027,11.7082,0.000373,-0.000373,2016-11-30,2016-12,2016-12-01,0.7965385521785738,16.84499,1.0816685000000001,0.19079393214771834
1616,HATS-34 b,HATS-34,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.1061607,4.7e-06,-4.7e-06,0.0,0.03166,0.00034,-0.00034,0.0,16.02887,2.12971,-2.12971,0.0,1.43,0.19,-0.19,0.0,299.07803,22.88376,-22.88376,0.0,0.941,0.072,-0.072,0.0,Mass,0.108,,,1.0,,,,,1445.0,42.0,-42.0,0.0,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5380.0,73.0,-73.0,0.0,0.98,0.047,-0.047,0.0,0.955,0.031,-0.031,0.0,0.25,0.07,-0.07,0.0,[Fe/H],4.435,0.043,-0.043,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h03m05.88s,0.7744866,-62d28m09.54s,-62.4693167,508.842,3.896,-3.896,13.857,0.137,-0.137,12.095,0.019,-0.019,13.679,0.000279,-0.000279,2016-11-30,2016-12,2016-12-01,0.4001542098583272,22.88376,2.12971,0.16241407102153615
1621,HATS-35 b,HATS-35,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,1.8209993,1.6e-06,-1.6e-06,0.0,0.03199,0.00033,-0.00033,0.0,16.409976,0.773421,-0.493196,0.0,1.464,0.069,-0.044,0.0,388.38826,24.79074,-24.79074,0.0,1.222,0.078,-0.078,0.0,Mass,0.306,,,1.0,,,,,2037.0,43.0,-43.0,0.0,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6300.0,100.0,-100.0,0.0,1.433,0.056,-0.038,0.0,1.317,0.04,-0.04,0.0,0.21,0.06,-0.06,0.0,[Fe/H],4.244,0.023,-0.023,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m45.23s,296.688442,-63d33m56.34s,-63.5656488,514.555,10.199,-9.817,12.609,0.057,-0.057,11.118,0.025,-0.025,12.4605,0.000303,-0.000303,2016-11-30,2016-12,2016-12-01,0.4842770129522432,24.79074,0.6333085,0.06402527919439954
1627,HATS-37 A b,HATS-37 A,1,2,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.3315366,4.1e-06,-4.1e-06,0.0,0.04913,0.00033,-0.00023,0.0,6.792654,0.179344,-0.179344,0.0,0.606,0.016,-0.016,0.0,31.46517,13.34886,-13.34886,0.0,0.099,0.042,-0.042,0.0,Mass,0.0,,,0.0,229.7,13.8,-10.6,0.0,1085.0,16.0,-12.0,0.0,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,5326.0,44.0,-44.0,0.0,0.877,0.019,-0.012,0.0,0.843,0.017,-0.012,0.0,0.051,0.029,-0.029,0.0,[Fe/H],4.478,0.017,-0.017,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m12.44s,199.80183,-22d59m12.64s,-22.9868431,211.896,2.803,-2.733,12.341,0.149,-0.149,9.947,0.021,-0.021,11.9978,0.000234,-0.000234,2020-08-06,2020-11,2020-08-13,0.5531758366249364,13.34886,0.179344,0.2387359315276418
1628,HATS-38 b,HATS-38,1,1,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.375021,1e-05,-1e-05,0.0,0.05036,0.0003,-0.00023,0.0,6.882326,0.190553,-0.190553,0.0,0.614,0.017,-0.017,0.0,23.51942,3.49613,-3.49613,0.0,0.074,0.011,-0.011,0.0,Mass,0.0,,,0.0,464.7,15.0,-15.0,0.0,1294.0,10.0,-10.0,0.0,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,5732.0,25.0,-25.0,0.0,1.105,0.016,-0.016,0.0,0.89,0.016,-0.012,0.0,-0.102,0.043,-0.043,0.0,[Fe/H],4.301,0.013,-0.013,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h17m05.05s,154.2710615,-25d16m34.67s,-25.2762982,343.525,5.122,-4.976,11.967,0.03,-0.03,10.768,0.024,-0.024,12.2781,0.000227,-0.000227,2020-08-06,2020-11,2020-08-13,0.3975323587325035,3.49613,0.190553,0.06769230006110884
1632,HATS-39 b,HATS-39,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.5776348,7.3e-06,-7.3e-06,0.0,0.06007,0.00058,-0.00058,0.0,17.59813,1.34508,-1.34508,0.0,1.57,0.12,-0.12,0.0,200.2329,41.3179,-41.3179,0.0,0.63,0.13,-0.13,0.0,Mass,0.275,,,1.0,,,,,1645.0,43.0,-43.0,0.0,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6572.0,83.0,-83.0,0.0,1.621,0.085,-0.085,0.0,1.379,0.04,-0.04,0.0,0.0,0.044,-0.044,0.0,[Fe/H],4.158,0.038,-0.038,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h29m40.61s,112.4192251,-29d56m16.50s,-29.9379163,878.521,79.923,-67.787,12.745,0.057,-0.057,11.518,0.023,-0.023,12.6539,0.000201,-0.000201,2018-04-09,2018-07,2018-04-12,0.20243587140935723,41.3179,1.34508,0.06244685405331355
1641,HATS-4 b,HATS-4,1,1,1,Transit,2014,HATSouth,Published Confirmed,0,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,2.516729,2e-06,-2e-06,0.0,0.0362,0.0002,-0.0002,0.0,11.433,0.415,-0.415,0.0,1.02,0.037,-0.037,0.0,420.471,8.899,-8.899,0.0,1.323,0.028,-0.028,0.0,Mass,0.013,0.016,-0.016,0.0,,,,,1315.0,21.0,-21.0,0.0,0,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,G,5403.0,50.0,-50.0,0.0,0.925,0.022,-0.022,0.0,1.001,0.02,-0.02,0.0,0.43,0.08,-0.08,0.0,[Fe/H],4.51,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m26.90s,94.1120914,-22d32m48.78s,-22.5468824,416.459,2.726,-2.691,13.516,0.103,-0.103,11.612,0.021,-0.021,13.2862,0.000172,-0.000172,2014-07-02,2014-08,2014-07-02,1.550268905034217,8.899,0.415,0.17197588761321328
1643,HATS-40 b,HATS-40,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,3.2642736,5.8e-06,-5.8e-06,0.0,0.04997,0.00074,-0.00074,0.0,17.71022,1.79344,-1.34508,0.0,1.58,0.16,-0.12,0.0,505.3497,76.2792,-76.2792,0.0,1.59,0.24,-0.24,0.0,Mass,0.312,,,1.0,,,,,2101.0,69.0,-69.0,0.0,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6460.0,130.0,-130.0,0.0,2.26,0.18,-0.11,0.0,1.561,0.069,-0.069,0.0,0.01,0.077,-0.077,0.0,[Fe/H],3.921,0.041,-0.041,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h42m17.10s,100.5712467,-29d46m36.41s,-29.77678,1342.29,31.8,-30.39,13.478,0.103,-0.103,12.147,0.027,-0.027,13.2842,0.000229,-0.000229,2018-04-09,2018-07,2018-04-12,0.501270033440638,76.2792,1.5692599999999999,0.15323265085791316
1647,HATS-41 b,HATS-41,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.193649,1.3e-05,-1.3e-05,0.0,0.0583,0.0015,-0.001,0.0,14.90797,3.25061,-2.2418,0.0,1.33,0.29,-0.2,0.0,3082.951,508.528,-508.528,0.0,9.7,1.6,-1.6,0.0,Mass,0.38,0.11,-0.11,0.0,,,,,1710.0,170.0,-120.0,0.0,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6424.0,91.0,-91.0,0.0,1.71,0.36,-0.24,0.0,1.496,0.115,-0.078,0.0,0.47,0.041,-0.041,0.0,[Fe/H],4.14,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m04.17s,103.5173558,-27d03m01.50s,-27.0504156,737.668,14.203,-13.685,12.678,0.069,-0.069,11.498,0.023,-0.023,12.5892,0.000177,-0.000177,2018-04-09,2018-07,2018-04-12,5.126992600181236,508.528,2.746205,2.9568556008858273
1653,HATS-42 b,HATS-42,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,2.292102,2.1e-06,-2.1e-06,0.0,0.03689,0.00065,-0.00065,0.0,15.6926,2.80225,-1.56926,0.0,1.4,0.25,-0.14,0.0,597.5204,47.6745,-47.6745,0.0,1.88,0.15,-0.15,0.0,Mass,0.229,,,1.0,,,,,1856.0,105.0,-76.0,0.0,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6060.0,120.0,-120.0,0.0,1.48,0.2,-0.12,0.0,1.273,0.067,-0.067,0.0,0.22,0.07,-0.07,0.0,[Fe/H],4.201,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,800.377,10.533,-10.269,13.682,0.114,-0.114,12.245,0.029,-0.029,13.5627,0.000273,-0.000273,2018-04-09,2018-07,2018-04-12,0.8519608172671265,47.6745,2.185755,0.36242957359228817
1658,HATS-43 b,HATS-43,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.3888497,5.9e-06,-5.9e-06,0.0,0.04944,0.00046,-0.00046,0.0,13.22662,0.56045,-0.56045,0.0,1.18,0.05,-0.05,0.0,82.95363,17.16282,-17.16282,0.0,0.261,0.054,-0.054,0.0,Mass,0.173,0.089,-0.089,0.0,,,,,1003.0,27.0,-27.0,0.0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5099.0,61.0,-61.0,0.0,0.812,0.032,-0.032,0.0,0.837,0.023,-0.023,0.0,0.05,0.041,-0.041,0.0,[Fe/H],4.539,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h22m09.18s,80.5382418,-30d58m14.94s,-30.9708179,362.273,2.259,-2.232,13.562,0.057,-0.057,11.556,0.023,-0.023,13.4014,0.000643,-0.000643,2018-05-22,2018-03,2018-05-24,0.19753332071232751,17.16282,0.56045,0.04796657857647636
1665,HATS-44 b,HATS-44,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,2.7439004,3.2e-06,-3.2e-06,0.0,0.03649,0.0003,-0.0003,0.0,11.960003,1.401125,-0.795839,0.0,1.067,0.125,-0.071,0.0,177.9848,34.9613,-34.9613,0.0,0.56,0.11,-0.11,0.0,Mass,0.279,,,1.0,,,,,1161.0,34.0,-34.0,0.0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5080.0,100.0,-100.0,0.0,0.847,0.036,-0.036,0.0,0.86,0.021,-0.021,0.0,0.32,0.071,-0.071,0.0,[Fe/H],4.514,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m18.42s,84.3267559,-27d58m21.27s,-27.9725758,446.035,3.241,-3.196,14.397,0.103,-0.103,12.188,0.03,-0.03,14.1595,0.000236,-0.000236,2018-05-22,2018-03,2018-05-24,0.5732454918196002,34.9613,1.098482,0.19397891038521084
1668,HATS-45 b,HATS-45,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.1876244,5.6e-06,-5.6e-06,0.0,0.05511,0.00069,-0.00069,0.0,14.414774,1.042437,-1.042437,0.0,1.286,0.093,-0.093,0.0,222.481,47.6745,-47.6745,0.0,0.7,0.15,-0.15,0.0,Mass,0.24,,,1.0,,,,,1518.0,45.0,-45.0,0.0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,6450.0,110.0,-110.0,0.0,1.315,0.064,-0.064,0.0,1.272,0.048,-0.048,0.0,0.02,0.068,-0.068,0.0,[Fe/H],4.305,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m58.62s,101.9942455,-21d54m38.56s,-21.9107112,772.11,11.303,-10.987,13.325,0.103,-0.103,12.137,0.021,-0.021,13.2385,0.000147,-0.000147,2018-05-22,2018-03,2018-05-24,0.40928046244367894,47.6745,1.042437,0.12480467041458856
1672,HATS-46 b,HATS-46,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.7423729,4.9e-06,-4.9e-06,0.0,0.05367,0.00053,-0.00053,0.0,10.121727,0.650122,-0.504405,0.0,0.903,0.058,-0.045,0.0,54.98459,19.70546,-19.70546,0.0,0.173,0.062,-0.062,0.0,Mass,0.559,,,1.0,,,,,1054.0,29.0,-29.0,0.0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5495.0,69.0,-69.0,0.0,0.853,0.04,-0.03,0.0,0.917,0.027,-0.027,0.0,-0.06,0.046,-0.046,0.0,[Fe/H],4.542,0.038,-0.038,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m48.63s,6.7026401,-56d18m57.97s,-56.3161021,453.808,3.927,-3.861,13.783,0.126,-0.126,11.965,0.024,-0.024,13.527,0.000263,-0.000263,2018-05-22,2018-03,2018-05-24,0.2921653654142726,19.70546,0.5772634999999999,0.11602727260845176
1676,HATS-47 b,HATS-47,1,1,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,3.9228038,2.2e-06,-2.2e-06,0.0,0.04269,0.00033,-0.00025,0.0,12.520453,0.156926,-0.156926,0.0,1.117,0.014,-0.014,0.0,117.27927,9.85273,-6.67443,0.0,0.369,0.031,-0.021,0.0,Mass,0.088,,,1.0,87.73,1.94,-1.9,0.0,852.9,4.7,-4.7,0.0,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4512.0,19.0,-19.0,0.0,0.6564,0.0055,-0.0055,0.0,0.674,0.016,-0.012,0.0,-0.113,0.035,-0.035,0.0,[Fe/H],4.633,0.011,-0.011,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.67,3.853,-3.759,14.602,0.069,-0.069,11.926,0.025,-0.025,14.3998,0.000378,-0.000378,2020-02-21,2020-04,2020-02-27,0.32924010086704514,8.26358,0.156926,0.026294980232982657
